date,category,type,amount,description,payment_method
2023-02-07,Saúde,despesa,307.18,Saúde — transação automática,Pix
2024-02-05,Bônus,receita,2660.55,Bônus — transação automática,Boleto
2022-02-28,Educação,despesa,374.93,Educação — transação automática,Cartão de Crédito
2024-08-03,Moradia,despesa,447.47,Moradia — transação automática,Boleto
2024-08-15,Saúde,despesa,157.33,Saúde — transação automática,Cartão de Crédito
2023-05-12,Vestuário,despesa,644.74,Vestuário — transação automática,Cartão de Crédito
2022-08-07,Lazer,despesa,171.6,Lazer — transação automática,Boleto
2022-02-08,Saúde,despesa,361.58,Saúde — transação automática,Transferência
2023-02-24,Rendimentos,receita,2244.09,Rendimentos — transação automática,Cartão de Crédito
2022-04-02,Vestuário,despesa,455.21,Vestuário — transação automática,Pix
2023-07-06,Manutenção,despesa,261.99,Manutenção — transação automática,Boleto
2023-07-20,Vestuário,despesa,353.9,Vestuário — transação automática,Pix
2022-07-04,Bônus,receita,1668.15,Bônus — transação automática,Cartão de Crédito
2022-05-16,Educação,despesa,717.25,Educação — transação automática,Pix
2023-05-22,Educação,despesa,224.69,Educação — transação automática,Cartão de Crédito
2022-06-07,Impostos,despesa,439.97,Impostos — transação automática,Débito
2022-12-08,Salário,receita,7948.6,Salário — transação automática,Pix
2022-12-04,Assinaturas,despesa,107.32,Assinaturas — transação automática,Cartão de Crédito
2023-08-27,Manutenção,despesa,5.0,Manutenção — transação automática,Pix
2022-04-10,Alimentação,despesa,158.77,Alimentação — transação automática,Pix
2023-12-12,Manutenção,despesa,863.15,Manutenção — transação automática,Cartão de Crédito
2024-03-15,Bônus,receita,6243.97,Bônus — transação automática,Boleto
2024-05-12,Educação,despesa,333.65,Educação — transação automática,Transferência
2024-12-28,Alimentação,despesa,326.37,Alimentação — transação automática,Boleto
2023-09-11,Impostos,despesa,404.25,Impostos — transação automática,Boleto
2023-01-25,Manutenção,despesa,488.03,Manutenção — transação automática,Débito
2022-06-20,Freelance,receita,8097.61,Freelance — transação automática,Boleto
2023-11-22,Assinaturas,despesa,793.96,Assinaturas — transação automática,Débito
2024-11-13,Moradia,despesa,271.22,Moradia — transação automática,Boleto
2024-02-19,Vestuário,despesa,283.41,Vestuário — transação automática,Boleto
2023-06-17,Saúde,despesa,132.26,Saúde — transação automática,Boleto
2024-04-26,Alimentação,despesa,494.33,Alimentação — transação automática,Cartão de Crédito
2022-06-22,Rendimentos,receita,4999.01,Rendimentos — transação automática,Débito
2022-04-22,Transporte,despesa,744.82,Transporte — transação automática,Pix
2024-03-12,Saúde,despesa,317.21,Saúde — transação automática,Cartão de Crédito
2023-11-16,Saúde,despesa,493.73,Saúde — transação automática,Débito
2024-06-24,Assinaturas,despesa,5.0,Assinaturas — transação automática,Cartão de Crédito
2022-08-04,Salário,receita,7225.95,Salário — transação automática,Cartão de Crédito
2023-12-14,Educação,despesa,445.28,Educação — transação automática,Boleto
2024-05-14,Impostos,despesa,194.5,Impostos — transação automática,Transferência
2022-06-12,Vestuário,despesa,671.95,Vestuário — transação automática,Boleto
2023-07-11,Salário,receita,6582.0,Salário — transação automática,Cartão de Crédito
2023-08-11,Bônus,receita,3396.67,Bônus — transação automática,Pix
2024-12-22,Alimentação,despesa,691.91,Alimentação — transação automática,Boleto
2023-02-18,Impostos,despesa,335.34,Impostos — transação automática,Transferência
2024-05-02,Manutenção,despesa,446.31,Manutenção — transação automática,Cartão de Crédito
2024-04-18,Salário,receita,3634.58,Salário — transação automática,Pix
2024-01-24,Lazer,despesa,554.36,Lazer — transação automática,Boleto
2024-11-23,Lazer,despesa,64.19,Lazer — transação automática,Transferência
2022-02-27,Alimentação,despesa,535.31,Alimentação — transação automática,Transferência
2024-01-23,Bônus,receita,3359.56,Bônus — transação automática,Transferência
2024-02-18,Rendimentos,receita,3475.61,Rendimentos — transação automática,Pix
2022-10-09,Lazer,despesa,301.89,Lazer — transação automática,Boleto
2022-07-17,Rendimentos,receita,3200.02,Rendimentos — transação automática,Boleto
2024-04-27,Freelance,receita,4482.12,Freelance — transação automática,Transferência
2024-06-11,Impostos,despesa,795.03,Impostos — transação automática,Débito
2022-02-26,Rendimentos,receita,1366.79,Rendimentos — transação automática,Cartão de Crédito
2024-05-16,Transporte,despesa,158.67,Transporte — transação automática,Transferência
2022-04-29,Assinaturas,despesa,224.44,Assinaturas — transação automática,Cartão de Crédito
2023-07-10,Educação,despesa,176.54,Educação — transação automática,Cartão de Crédito
2023-05-10,Bônus,receita,8135.46,Bônus — transação automática,Pix
2024-09-18,Impostos,despesa,369.66,Impostos — transação automática,Débito
2022-11-20,Impostos,despesa,5.0,Impostos — transação automática,Cartão de Crédito
2022-12-08,Rendimentos,receita,2334.11,Rendimentos — transação automática,Transferência
2024-02-22,Alimentação,despesa,314.25,Alimentação — transação automática,Boleto
2023-03-15,Alimentação,despesa,688.96,Alimentação — transação automática,Débito
2023-11-14,Freelance,receita,2812.53,Freelance — transação automática,Transferência
2023-08-02,Educação,despesa,323.12,Educação — transação automática,Débito
2024-11-01,Alimentação,despesa,572.12,Alimentação — transação automática,Pix
2023-01-03,Saúde,despesa,768.52,Saúde — transação automática,Boleto
2022-09-16,Rendimentos,receita,7237.78,Rendimentos — transação automática,Pix
2023-02-25,Lazer,despesa,250.25,Lazer — transação automática,Boleto
2022-01-03,Assinaturas,despesa,111.83,Assinaturas — transação automática,Pix
2024-04-15,Educação,despesa,585.48,Educação — transação automática,Boleto
2022-07-31,Lazer,despesa,454.3,Lazer — transação automática,Cartão de Crédito
2022-05-01,Lazer,despesa,514.98,Lazer — transação automática,Débito
2022-11-13,Alimentação,despesa,643.69,Alimentação — transação automática,Débito
2022-02-13,Manutenção,despesa,750.26,Manutenção — transação automática,Pix
2022-04-02,Freelance,receita,3168.65,Freelance — transação automática,Cartão de Crédito
2023-03-15,Manutenção,despesa,184.44,Manutenção — transação automática,Boleto
2023-06-23,Moradia,despesa,455.26,Moradia — transação automática,Transferência
2024-06-17,Salário,receita,6005.78,Salário — transação automática,Cartão de Crédito
2023-02-13,Freelance,receita,5213.5,Freelance — transação automática,Pix
2023-12-19,Saúde,despesa,112.54,Saúde — transação automática,Débito
2023-02-27,Transporte,despesa,676.31,Transporte — transação automática,Débito
2022-10-22,Manutenção,despesa,431.28,Manutenção — transação automática,Transferência
2023-10-19,Impostos,despesa,11.36,Impostos — transação automática,Boleto
2022-01-18,Rendimentos,receita,3002.28,Rendimentos — transação automática,Cartão de Crédito
2023-11-08,Lazer,despesa,290.67,Lazer — transação automática,Boleto
2024-01-07,Moradia,despesa,92.37,Moradia — transação automática,Transferência
2023-02-11,Educação,despesa,679.44,Educação — transação automática,Débito
2022-10-21,Rendimentos,receita,3587.08,Rendimentos — transação automática,Boleto
2022-04-08,Moradia,despesa,144.02,Moradia — transação automática,Pix
2023-04-17,Saúde,despesa,5.0,Saúde — transação automática,Débito
2022-10-01,Manutenção,despesa,147.89,Manutenção — transação automática,Pix
2024-01-28,Vestuário,despesa,622.64,Vestuário — transação automática,Pix
2022-06-28,Assinaturas,despesa,183.26,Assinaturas — transação automática,Transferência
2023-05-09,Educação,despesa,518.65,Educação — transação automática,Boleto
2022-09-22,Alimentação,despesa,239.15,Alimentação — transação automática,Pix
2022-05-28,Impostos,despesa,547.7,Impostos — transação automática,Boleto
2024-09-30,Saúde,despesa,627.64,Saúde — transação automática,Boleto
2023-07-09,Transporte,despesa,640.18,Transporte — transação automática,Débito
2024-05-15,Transporte,despesa,396.61,Transporte — transação automática,Cartão de Crédito
2023-06-19,Vestuário,despesa,364.64,Vestuário — transação automática,Débito
2023-11-26,Impostos,despesa,528.4,Impostos — transação automática,Boleto
2024-12-28,Saúde,despesa,229.4,Saúde — transação automática,Transferência
2022-03-07,Moradia,despesa,666.41,Moradia — transação automática,Débito
2022-10-23,Vestuário,despesa,318.19,Vestuário — transação automática,Transferência
2023-06-02,Freelance,receita,5395.63,Freelance — transação automática,Transferência
2023-11-15,Rendimentos,receita,4109.44,Rendimentos — transação automática,Boleto
2024-02-27,Bônus,receita,1428.16,Bônus — transação automática,Cartão de Crédito
2022-09-06,Freelance,receita,6784.57,Freelance — transação automática,Débito
2023-06-09,Moradia,despesa,5.0,Moradia — transação automática,Pix
2024-02-05,Impostos,despesa,387.64,Impostos — transação automática,Boleto
2022-09-27,Salário,receita,2646.41,Salário — transação automática,Pix
2022-05-13,Bônus,receita,5217.58,Bônus — transação automática,Transferência
2023-10-11,Lazer,despesa,224.72,Lazer — transação automática,Boleto
2022-06-23,Impostos,despesa,659.38,Impostos — transação automática,Pix
2022-05-06,Freelance,receita,4400.62,Freelance — transação automática,Boleto
2024-04-28,Manutenção,despesa,74.77,Manutenção — transação automática,Cartão de Crédito
2023-06-24,Manutenção,despesa,517.62,Manutenção — transação automática,Débito
2022-05-14,Educação,despesa,611.5,Educação — transação automática,Transferência
2024-11-23,Bônus,receita,-2607.3,Bônus — transação automática [ANOMALIA INJETADA],Boleto
2024-09-16,Transporte,despesa,12.04,Transporte — transação automática,Boleto
2023-05-12,Educação,despesa,451.35,Educação — transação automática,Pix
2023-10-18,Rendimentos,receita,3593.39,Rendimentos — transação automática,Débito
2022-05-18,Bônus,receita,1392.42,Bônus — transação automática,Débito
2024-10-29,Vestuário,despesa,360.93,Vestuário — transação automática,Débito
2023-09-19,Assinaturas,despesa,5.0,Assinaturas — transação automática,Débito
2022-05-27,Moradia,despesa,549.84,Moradia — transação automática,Transferência
2022-08-12,Manutenção,despesa,355.43,Manutenção — transação automática,Transferência
2023-12-18,Assinaturas,despesa,620.72,Assinaturas — transação automática,Pix
2023-07-18,Assinaturas,despesa,188.4,Assinaturas — transação automática,Pix
2024-02-19,Freelance,receita,6479.71,Freelance — transação automática,Cartão de Crédito
2023-12-20,Saúde,despesa,536.61,Saúde — transação automática,Débito
2022-01-08,Vestuário,despesa,532.27,Vestuário — transação automática,Boleto
2023-07-06,Alimentação,despesa,314.17,Alimentação — transação automática,Transferência
2023-06-09,Vestuário,despesa,306.95,Vestuário — transação automática,Cartão de Crédito
2024-08-28,Transporte,despesa,260.76,Transporte — transação automática,Cartão de Crédito
2022-12-08,Moradia,despesa,5.0,Moradia — transação automática,Transferência
2024-08-20,Moradia,despesa,673.07,Moradia — transação automática,Pix
2023-01-17,Assinaturas,despesa,600.31,Assinaturas — transação automática,Boleto
2022-03-01,Freelance,receita,5208.72,Freelance — transação automática,Boleto
2023-11-09,Rendimentos,receita,5709.6,Rendimentos — transação automática,Débito
2023-12-30,Transporte,despesa,89.62,Transporte — transação automática,Transferência
2022-12-22,Vestuário,despesa,374.31,Vestuário — transação automática,Pix
2023-02-19,Freelance,receita,5503.09,Freelance — transação automática,Cartão de Crédito
2024-05-18,Impostos,despesa,5.0,Impostos — transação automática,Transferência
2022-10-05,Impostos,despesa,507.53,Impostos — transação automática,Transferência
2023-12-18,Saúde,despesa,426.72,Saúde — transação automática,Débito
2023-03-01,Assinaturas,despesa,147.81,Assinaturas — transação automática,Boleto
2022-01-14,Moradia,despesa,373.65,Moradia — transação automática,Boleto
2024-12-20,Saúde,despesa,521.21,Saúde — transação automática,Boleto
2023-01-07,Assinaturas,despesa,416.9,Assinaturas — transação automática,Boleto
2024-07-28,Manutenção,despesa,184.32,Manutenção — transação automática,Pix
2023-09-08,Saúde,despesa,195.0,Saúde — transação automática,Boleto
2023-11-03,Bônus,receita,1458.58,Bônus — transação automática,Boleto
2023-02-05,Alimentação,despesa,30.92,Alimentação — transação automática,Pix
2022-02-23,Vestuário,despesa,535.77,Vestuário — transação automática,Transferência
2023-03-20,Freelance,receita,5770.12,Freelance — transação automática,Pix
2023-11-06,Moradia,despesa,446.45,Moradia — transação automática,Cartão de Crédito
2022-12-03,Saúde,despesa,382.41,Saúde — transação automática,Transferência
2022-09-01,Lazer,despesa,512.79,Lazer — transação automática,Pix
2023-05-20,Rendimentos,receita,2194.35,Rendimentos — transação automática,Boleto
2024-08-26,Lazer,despesa,323.85,Lazer — transação automática,Cartão de Crédito
2024-11-09,Salário,receita,1715.56,Salário — transação automática,Transferência
2024-02-20,Lazer,despesa,323.37,Lazer — transação automática,Boleto
2023-12-16,Impostos,despesa,478.46,Impostos — transação automática,Boleto
2024-04-05,Transporte,despesa,405.21,Transporte — transação automática,Boleto
2023-12-17,Moradia,despesa,201.8,Moradia — transação automática,Débito
2024-04-10,Rendimentos,receita,2536.95,Rendimentos — transação automática,Pix
2022-11-02,Saúde,despesa,5.0,Saúde — transação automática,Pix
2022-05-20,Moradia,despesa,250.36,Moradia — transação automática,Boleto
2022-08-20,Vestuário,despesa,367.93,Vestuário — transação automática,Cartão de Crédito
2023-04-15,Bônus,receita,9828.17,Bônus — transação automática,Cartão de Crédito
2023-08-20,Saúde,despesa,224.17,Saúde — transação automática,Cartão de Crédito
2022-08-22,Vestuário,despesa,554.87,Vestuário — transação automática,Transferência
2023-11-25,Moradia,despesa,424.19,Moradia — transação automática,Boleto
2023-07-01,Lazer,despesa,554.09,Lazer — transação automática,Boleto
2022-03-04,Impostos,despesa,195.49,Impostos — transação automática,Boleto
2023-07-04,Saúde,despesa,102.9,Saúde — transação automática,Débito
2022-10-29,Vestuário,despesa,182.85,Vestuário — transação automática,Débito
2024-06-24,Manutenção,despesa,5.0,Manutenção — transação automática,Cartão de Crédito
2024-06-23,Salário,receita,6112.69,Salário — transação automática,Débito
2024-12-30,Assinaturas,despesa,482.37,Assinaturas — transação automática,Débito
2022-05-13,Educação,despesa,728.71,Educação — transação automática,Cartão de Crédito
2022-01-08,Educação,despesa,277.31,Educação — transação automática,Boleto
2024-08-31,Transporte,despesa,883.64,Transporte — transação automática,Débito
2024-06-29,Lazer,despesa,399.1,Lazer — transação automática,Pix
2023-06-16,Rendimentos,receita,5070.02,Rendimentos — transação automática,Cartão de Crédito
2024-06-29,Lazer,despesa,361.64,Lazer — transação automática,Boleto
2024-03-08,Rendimentos,receita,5678.86,Rendimentos — transação automática,Pix
2022-06-19,Alimentação,despesa,212.18,Alimentação — transação automática,Transferência
2024-02-21,Transporte,despesa,307.57,Transporte — transação automática,Cartão de Crédito
2022-05-01,Lazer,despesa,362.19,Lazer — transação automática,Cartão de Crédito
2023-10-12,Vestuário,despesa,471.44,Vestuário — transação automática,Transferência
2022-11-03,Saúde,despesa,563.78,Saúde — transação automática,Boleto
2024-07-28,Vestuário,despesa,324.15,Vestuário — transação automática,Boleto
2022-03-01,Saúde,despesa,239.98,Saúde — transação automática,Boleto
2024-08-07,Transporte,despesa,5.0,Transporte — transação automática,Boleto
2024-02-04,Freelance,receita,5231.66,Freelance — transação automática,Transferência
2023-03-23,Freelance,receita,6071.75,Freelance — transação automática,Transferência
2022-02-26,Moradia,despesa,614.02,Moradia — transação automática,Cartão de Crédito
2022-02-16,Educação,despesa,607.19,Educação — transação automática,Cartão de Crédito
2024-01-08,Vestuário,despesa,354.79,Vestuário — transação automática,Pix
2024-08-05,Freelance,receita,4801.95,Freelance — transação automática,Boleto
2023-07-14,Rendimentos,receita,3408.26,Rendimentos — transação automática,Cartão de Crédito
2023-08-15,Vestuário,despesa,25.84,Vestuário — transação automática,Débito
2023-01-19,Educação,despesa,78.06,Educação — transação automática,Débito
2024-09-10,Impostos,despesa,453.3,Impostos — transação automática,Cartão de Crédito
2023-01-05,Educação,despesa,554.79,Educação — transação automática,Cartão de Crédito
2022-08-06,Transporte,despesa,577.65,Transporte — transação automática,Débito
2022-03-08,Vestuário,despesa,155.3,Vestuário — transação automática,Pix
2023-11-01,Transporte,despesa,251.01,Transporte — transação automática,Cartão de Crédito
2022-12-07,Vestuário,despesa,625.09,Vestuário — transação automática,Boleto
2023-09-04,Vestuário,despesa,223.62,Vestuário — transação automática,Pix
2023-01-05,Bônus,receita,6726.62,Bônus — transação automática,Cartão de Crédito
2022-09-05,Assinaturas,despesa,468.33,Assinaturas — transação automática,Cartão de Crédito
2022-09-12,Educação,despesa,972.94,Educação — transação automática,Boleto
2024-09-14,Salário,receita,2150.39,Salário — transação automática,Cartão de Crédito
2023-09-22,Moradia,despesa,362.18,Moradia — transação automática,Débito
2022-06-14,Moradia,despesa,200.46,Moradia — transação automática,Pix
2023-10-27,Alimentação,despesa,519.64,Alimentação — transação automática,Débito
2024-11-06,Vestuário,despesa,376.1,Vestuário — transação automática,Boleto
2023-04-09,Vestuário,despesa,448.06,Vestuário — transação automática,Pix
2024-02-23,Assinaturas,despesa,488.91,Assinaturas — transação automática,Transferência
2022-09-27,Bônus,receita,6429.89,Bônus — transação automática,Pix
2023-10-01,Saúde,despesa,120.69,Saúde — transação automática,Pix
2022-02-27,Lazer,despesa,649.53,Lazer — transação automática,Transferência
2024-07-04,Impostos,despesa,31.04,Impostos — transação automática,Transferência
2023-12-12,Educação,despesa,5.0,Educação — transação automática,Cartão de Crédito
2024-03-28,Assinaturas,despesa,5.0,Assinaturas — transação automática,Cartão de Crédito
2022-10-10,Freelance,receita,7872.61,Freelance — transação automática,Boleto
2024-09-16,Transporte,despesa,5.0,Transporte — transação automática,Pix
2023-11-21,Manutenção,despesa,661.84,Manutenção — transação automática,Pix
2022-02-22,Manutenção,despesa,72.34,Manutenção — transação automática,Boleto
2024-10-13,Vestuário,despesa,341.02,Vestuário — transação automática,Pix
2024-04-16,Salário,receita,4091.26,Salário — transação automática,Débito
2023-02-13,Transporte,despesa,5.59,Transporte — transação automática,Boleto
2023-03-05,Transporte,despesa,577.02,Transporte — transação automática,Transferência
2022-12-02,Moradia,despesa,171.73,Moradia — transação automática,Boleto
2024-09-22,Manutenção,despesa,142.83,Manutenção — transação automática,Cartão de Crédito
2022-03-26,Assinaturas,despesa,5.0,Assinaturas — transação automática,Débito
2022-07-10,Manutenção,despesa,655.77,Manutenção — transação automática,Boleto
2022-04-27,Freelance,receita,3140.97,Freelance — transação automática,Débito
2022-09-23,Manutenção,despesa,572.16,Manutenção — transação automática,Transferência
2022-08-01,Salário,receita,2341.29,Salário — transação automática,Cartão de Crédito
2023-09-25,Salário,receita,1692.53,Salário — transação automática,Pix
2024-06-01,Rendimentos,receita,4724.87,Rendimentos — transação automática,Débito
2022-07-30,Freelance,receita,4979.41,Freelance — transação automática,Pix
2022-11-14,Freelance,receita,6822.66,Freelance — transação automática,Transferência
2022-08-02,Freelance,receita,6052.84,Freelance — transação automática,Transferência
2023-09-21,Assinaturas,despesa,306.17,Assinaturas — transação automática,Pix
2023-11-24,Bônus,receita,7780.08,Bônus — transação automática,Pix
2023-12-14,Impostos,despesa,280.53,Impostos — transação automática,Cartão de Crédito
2024-12-27,Manutenção,despesa,52.05,Manutenção — transação automática,Transferência
2022-11-23,Lazer,despesa,319.67,Lazer — transação automática,Débito
2022-07-16,Assinaturas,despesa,506.86,Assinaturas — transação automática,Cartão de Crédito
2022-12-30,Manutenção,despesa,523.59,Manutenção — transação automática,Débito
2022-03-05,Manutenção,despesa,5.0,Manutenção — transação automática,Boleto
2023-07-19,Manutenção,despesa,226.27,Manutenção — transação automática,Transferência
2022-11-09,Moradia,despesa,5.0,Moradia — transação automática,Débito
2022-01-16,Saúde,despesa,303.33,Saúde — transação automática,Transferência
2024-01-19,Moradia,despesa,399.63,Moradia — transação automática,Pix
2024-04-06,Freelance,receita,-2973.79,Freelance — transação automática [ANOMALIA INJETADA],Pix
2022-08-31,Assinaturas,despesa,506.14,Assinaturas — transação automática,Débito
2024-12-10,Rendimentos,receita,4740.79,Rendimentos — transação automática,Boleto
2023-01-10,Lazer,despesa,115.81,Lazer — transação automática,Boleto
2024-01-07,Rendimentos,receita,1996.39,Rendimentos — transação automática,Boleto
2022-04-14,Bônus,receita,3430.82,Bônus — transação automática,Pix
2023-05-03,Moradia,despesa,449.11,Moradia — transação automática,Débito
2022-01-20,Transporte,despesa,5.0,Transporte — transação automática,Pix
2024-09-20,Impostos,despesa,454.61,Impostos — transação automática,Débito
2022-11-20,Vestuário,despesa,603.41,Vestuário — transação automática,Boleto
2022-08-13,Freelance,receita,4452.99,Freelance — transação automática,Boleto
2023-09-13,Vestuário,despesa,588.91,Vestuário — transação automática,Cartão de Crédito
2022-05-26,Educação,despesa,888.2,Educação — transação automática,Boleto
2024-06-06,Rendimentos,receita,5341.57,Rendimentos — transação automática,Pix
2022-06-23,Lazer,despesa,507.53,Lazer — transação automática,Cartão de Crédito
2023-03-18,Vestuário,despesa,409.67,Vestuário — transação automática,Débito
2022-01-11,Moradia,despesa,401.88,Moradia — transação automática,Boleto
2022-08-26,Rendimentos,receita,1261.02,Rendimentos — transação automática,Débito
2024-06-18,Transporte,despesa,421.9,Transporte — transação automática,Cartão de Crédito
2023-04-01,Assinaturas,despesa,145.32,Assinaturas — transação automática,Transferência
2024-07-19,Vestuário,despesa,266.06,Vestuário — transação automática,Transferência
2022-02-23,Educação,despesa,5.0,Educação — transação automática,Pix
2023-12-23,Manutenção,despesa,15.1,Manutenção — transação automática,Boleto
2022-07-02,Saúde,despesa,182.38,Saúde — transação automática,Débito
2024-04-04,Impostos,despesa,90.13,Impostos — transação automática,Transferência
2022-12-09,Salário,receita,5136.75,Salário — transação automática,Cartão de Crédito
2022-10-09,Impostos,despesa,364.07,Impostos — transação automática,Cartão de Crédito
2024-09-16,Impostos,despesa,104.77,Impostos — transação automática,Boleto
2024-10-16,Educação,despesa,5.0,Educação — transação automática,Transferência
2023-02-25,Impostos,despesa,5.0,Impostos — transação automática,Cartão de Crédito
2024-06-09,Alimentação,despesa,657.36,Alimentação — transação automática,Boleto
2024-12-14,Educação,despesa,5.0,Educação — transação automática,Pix
2023-04-08,Rendimentos,receita,4265.1,Rendimentos — transação automática,Pix
2023-07-20,Impostos,despesa,132.18,Impostos — transação automática,Cartão de Crédito
2024-12-09,Freelance,receita,4188.25,Freelance — transação automática,Cartão de Crédito
2023-08-04,Educação,despesa,159.58,Educação — transação automática,Boleto
2022-07-17,Transporte,despesa,917.07,Transporte — transação automática,Cartão de Crédito
2022-12-15,Bônus,receita,3524.29,Bônus — transação automática,Transferência
2022-01-02,Lazer,despesa,581.0,Lazer — transação automática,Pix
2024-04-02,Moradia,despesa,19.25,Moradia — transação automática,Débito
2022-01-18,Rendimentos,receita,4655.39,Rendimentos — transação automática,Débito
2023-08-21,Lazer,despesa,573.3,Lazer — transação automática,Débito
2022-03-17,Rendimentos,receita,7003.9,Rendimentos — transação automática,Boleto
2024-04-29,Rendimentos,receita,1082.88,Rendimentos — transação automática,Cartão de Crédito
2022-04-22,Moradia,despesa,5.0,Moradia — transação automática,Pix
2022-03-23,Impostos,despesa,189.93,Impostos — transação automática,Boleto
2023-02-20,Rendimentos,receita,5602.86,Rendimentos — transação automática,Pix
2023-03-23,Rendimentos,receita,6001.32,Rendimentos — transação automática,Cartão de Crédito
2024-07-28,Freelance,receita,4548.96,Freelance — transação automática,Débito
2022-01-02,Saúde,despesa,506.98,Saúde — transação automática,Pix
2022-10-19,Educação,despesa,181.61,Educação — transação automática,Pix
2022-04-20,Freelance,receita,24470.95,Freelance — transação automática [ANOMALIA INJETADA],Transferência
2022-03-10,Alimentação,despesa,187.36,Alimentação — transação automática,Transferência
2023-05-28,Saúde,despesa,44.39,Saúde — transação automática,Boleto
2024-05-08,Impostos,despesa,630.09,Impostos — transação automática,Débito
2024-08-01,Transporte,despesa,1156.83,Transporte — transação automática,Transferência
2023-06-07,Bônus,receita,4169.16,Bônus — transação automática,Cartão de Crédito
2024-01-04,Saúde,despesa,301.55,Saúde — transação automática,Transferência
2022-07-29,Salário,receita,4458.27,Salário — transação automática,Boleto
2024-01-15,Moradia,despesa,415.41,Moradia — transação automática,Boleto
2023-03-23,Alimentação,despesa,616.05,Alimentação — transação automática,Cartão de Crédito
2024-10-11,Freelance,receita,815.65,Freelance — transação automática,Débito
2023-10-27,Assinaturas,despesa,906.56,Assinaturas — transação automática,Cartão de Crédito
2022-11-08,Transporte,despesa,298.69,Transporte — transação automática,Cartão de Crédito
2023-09-07,Transporte,despesa,397.55,Transporte — transação automática,Pix
2023-12-02,Vestuário,despesa,629.05,Vestuário — transação automática,Pix
2024-03-31,Moradia,despesa,5.0,Moradia — transação automática,Transferência
2024-12-13,Transporte,despesa,61.07,Transporte — transação automática,Débito
2022-03-05,Salário,receita,4239.28,Salário — transação automática,Transferência
2022-03-19,Vestuário,despesa,268.2,Vestuário — transação automática,Débito
2022-05-06,Manutenção,despesa,389.62,Manutenção — transação automática,Débito
2023-01-23,Assinaturas,despesa,84.31,Assinaturas — transação automática,Cartão de Crédito
2023-10-02,Alimentação,despesa,5.0,Alimentação — transação automática,Transferência
2024-04-16,Rendimentos,receita,3905.05,Rendimentos — transação automática,Transferência
2022-09-04,Assinaturas,despesa,242.36,Assinaturas — transação automática,Débito
2023-06-16,Salário,receita,5715.32,Salário — transação automática,Cartão de Crédito
2024-03-31,Rendimentos,receita,4964.7,Rendimentos — transação automática,Transferência
2022-10-26,Rendimentos,receita,3745.15,Rendimentos — transação automática,Transferência
2022-07-06,Assinaturas,despesa,163.88,Assinaturas — transação automática,Cartão de Crédito
2023-05-12,Salário,receita,6717.0,Salário — transação automática,Cartão de Crédito
2023-06-30,Transporte,despesa,197.52,Transporte — transação automática,Débito
2022-08-29,Bônus,receita,3121.74,Bônus — transação automática,Boleto
2023-04-16,Moradia,despesa,5.0,Moradia — transação automática,Pix
2022-01-05,Moradia,despesa,5.0,Moradia — transação automática,Cartão de Crédito
2023-03-23,Alimentação,despesa,670.68,Alimentação — transação automática,Boleto
2022-06-15,Freelance,receita,3730.95,Freelance — transação automática,Cartão de Crédito
2023-11-01,Rendimentos,receita,4085.13,Rendimentos — transação automática,Transferência
2023-03-18,Transporte,despesa,374.3,Transporte — transação automática,Débito
2023-03-28,Educação,despesa,587.06,Educação — transação automática,Boleto
2024-03-06,Educação,despesa,609.9,Educação — transação automática,Cartão de Crédito
2024-02-21,Rendimentos,receita,5045.3,Rendimentos — transação automática,Cartão de Crédito
2024-04-06,Impostos,despesa,247.99,Impostos — transação automática,Transferência
2022-03-02,Assinaturas,despesa,337.5,Assinaturas — transação automática,Transferência
2024-10-25,Educação,despesa,405.5,Educação — transação automática,Cartão de Crédito
2024-11-12,Saúde,despesa,5.0,Saúde — transação automática,Pix
2023-07-15,Impostos,despesa,933.86,Impostos — transação automática,Boleto
2024-10-11,Rendimentos,receita,4302.45,Rendimentos — transação automática,Pix
2023-10-02,Lazer,despesa,314.07,Lazer — transação automática,Boleto
2022-04-18,Alimentação,despesa,409.9,Alimentação — transação automática,Cartão de Crédito
2024-07-19,Transporte,despesa,675.18,Transporte — transação automática,Pix
2022-08-21,Assinaturas,despesa,535.92,Assinaturas — transação automática,Cartão de Crédito
2023-09-24,Impostos,despesa,557.49,Impostos — transação automática,Boleto
2024-05-18,Freelance,receita,6028.57,Freelance — transação automática,Boleto
2024-02-24,Salário,receita,5213.71,Salário — transação automática,Débito
2022-10-25,Manutenção,despesa,266.41,Manutenção — transação automática,Cartão de Crédito
2024-02-29,Lazer,despesa,235.06,Lazer — transação automática,Transferência
2022-03-12,Manutenção,despesa,618.37,Manutenção — transação automática,Cartão de Crédito
2023-12-18,Bônus,receita,4363.11,Bônus — transação automática,Pix
2022-12-20,Assinaturas,despesa,478.37,Assinaturas — transação automática,Pix
2022-08-24,Lazer,despesa,636.22,Lazer — transação automática,Boleto
2024-04-17,Vestuário,despesa,249.68,Vestuário — transação automática,Cartão de Crédito
2024-02-05,Transporte,despesa,425.08,Transporte — transação automática,Pix
2022-02-08,Assinaturas,despesa,182.66,Assinaturas — transação automática,Boleto
2022-04-27,Saúde,despesa,342.71,Saúde — transação automática,Transferência
2023-10-03,Lazer,despesa,115.21,Lazer — transação automática,Pix
2024-03-21,Lazer,despesa,306.73,Lazer — transação automática,Cartão de Crédito
2022-01-17,Bônus,receita,6641.22,Bônus — transação automática,Cartão de Crédito
